Province_State,Combined_Key,Active Cases,Deaths
Oklahoma,"Marshall, Oklahoma, US",2044,23
Oklahoma,"Mayes, Oklahoma, US",4175,68
Oklahoma,"McClain, Oklahoma, US",5273,69
Oklahoma,"McCurtain, Oklahoma, US",3928,88
Oklahoma,"McIntosh, Oklahoma, US",1997,58
Oklahoma,"Murray, Oklahoma, US",2014,38
Oklahoma,"Muskogee, Oklahoma, US",9306,164
Oklahoma,"Noble, Oklahoma, US",1377,19
Oklahoma,"Nowata, Oklahoma, US",1144,18
Oklahoma,"Okfuskee, Oklahoma, US",1781,30
Oklahoma,"Oklahoma, Oklahoma, US",86030,1194
Oklahoma,"Okmulgee, Oklahoma, US",3724,77
Oklahoma,"Osage, Oklahoma, US",4681,73
Oklahoma,"Ottawa, Oklahoma, US",3881,64
Oklahoma,"Out of OK, Oklahoma, US",0,0
Oklahoma,"Pawnee, Oklahoma, US",1777,48
Oklahoma,"Payne, Oklahoma, US",8653,71
Oklahoma,"Pittsburg, Oklahoma, US",4621,68
Oklahoma,"Pontotoc, Oklahoma, US",5105,72
Oklahoma,"Pottawatomie, Oklahoma, US",8319,125
Oklahoma,"Pushmataha, Oklahoma, US",1012,20
Oklahoma,"Roger Mills, Oklahoma, US",391,12
Oklahoma,"Rogers, Oklahoma, US",10426,174
Oklahoma,"Seminole, Oklahoma, US",2861,69
Oklahoma,"Sequoyah, Oklahoma, US",4098,50
Oklahoma,"Stephens, Oklahoma, US",4828,101
Oklahoma,"Texas, Oklahoma, US",3506,32
Oklahoma,"Tillman, Oklahoma, US",803,17
Oklahoma,"Tulsa, Oklahoma, US",74049,1033
Oklahoma,"Unassigned, Oklahoma, US",1026,0
Oklahoma,"Wagoner, Oklahoma, US",8027,113
Oklahoma,"Washington, Oklahoma, US",5183,108
Oklahoma,"Washita, Oklahoma, US",1079,21
Oklahoma,"Woods, Oklahoma, US",1204,17
Oklahoma,"Woodward, Oklahoma, US",3156,33
Oregon,"Baker, Oregon, US",919,14
Oregon,"Benton, Oregon, US",2934,19
Oregon,"Clackamas, Oregon, US",16589,208
Oregon,"Clatsop, Oregon, US",956,8
Oregon,"Columbia, Oregon, US",1662,26
Oregon,"Coos, Oregon, US",2032,32
Oregon,"Crook, Oregon, US",1002,20
Oregon,"Curry, Oregon, US",634,9
Oregon,"Deschutes, Oregon, US",8182,73
Oregon,"Douglas, Oregon, US",3164,70
Oregon,"Gilliam, Oregon, US",57,1
Oregon,"Grant, Oregon, US",493,4
Oregon,"Harney, Oregon, US",329,8
Oregon,"Hood River, Oregon, US",1166,30
Oregon,"Jackson, Oregon, US",10522,131
Oregon,"Jefferson, Oregon, US",2139,32
Oregon,"Josephine, Oregon, US",3244,67
Oregon,"Klamath, Oregon, US",4097,59
Oregon,"Lake, Oregon, US",437,7
Oregon,"Lane, Oregon, US",12462,144
Oregon,"Lincoln, Oregon, US",1358,20
Oregon,"Linn, Oregon, US",4580,66
Oregon,"Malheur, Oregon, US",3464,61
Oregon,"Marion, Oregon, US",21339,302
Oregon,"Morrow, Oregon, US",1093,15
Oregon,"Multnomah, Oregon, US",37049,575
Oregon,"Out of OR, Oregon, US",0,0
Oregon,"Polk, Oregon, US",3612,52
Oregon,"Sherman, Oregon, US",57,1
Oregon,"Tillamook, Oregon, US",624,3
Oregon,"Umatilla, Oregon, US",8089,84
Oregon,"Unassigned, Oregon, US",0,0
Oregon,"Union, Oregon, US",1436,23
Oregon,"Wallowa, Oregon, US",175,5
Oregon,"Wasco, Oregon, US",1359,28
Oregon,"Washington, Oregon, US",24755,229
Oregon,"Wheeler, Oregon, US",26,1
Oregon,"Yamhill, Oregon, US",4308,75
Pennsylvania,"Adams, Pennsylvania, US",9168,171
Pennsylvania,"Allegheny, Pennsylvania, US",97760,1901
Pennsylvania,"Armstrong, Pennsylvania, US",5750,131
Pennsylvania,"Beaver, Pennsylvania, US",14784,376
Pennsylvania,"Bedford, Pennsylvania, US",4364,134
Pennsylvania,"Berks, Pennsylvania, US",45835,997
Pennsylvania,"Blair, Pennsylvania, US",12636,324
Pennsylvania,"Bradford, Pennsylvania, US",5672,88
Pennsylvania,"Bucks, Pennsylvania, US",58699,1252
Pennsylvania,"Butler, Pennsylvania, US",16840,406
Pennsylvania,"Cambria, Pennsylvania, US",13822,418
Pennsylvania,"Cameron, Pennsylvania, US",290,8
Pennsylvania,"Carbon, Pennsylvania, US",6099,167
Pennsylvania,"Centre, Pennsylvania, US",16401,220
Pennsylvania,"Chester, Pennsylvania, US",35402,769
Pennsylvania,"Clarion, Pennsylvania, US",3068,91
Pennsylvania,"Clearfield, Pennsylvania, US",8209,139
Pennsylvania,"Clinton, Pennsylvania, US",3554,62
Pennsylvania,"Columbia, Pennsylvania, US",5514,133
Pennsylvania,"Crawford, Pennsylvania, US",7071,147
Pennsylvania,"Cumberland, Pennsylvania, US",19714,512
Pennsylvania,"Dauphin, Pennsylvania, US",24870,540
Pennsylvania,"Delaware, Pennsylvania, US",50680,1336
Pennsylvania,"Elk, Pennsylvania, US",2810,38
Pennsylvania,"Erie, Pennsylvania, US",20191,404
Pennsylvania,"Fayette, Pennsylvania, US",12518,306
Pennsylvania,"Forest, Pennsylvania, US",1411,21
Pennsylvania,"Franklin, Pennsylvania, US",14714,360
Pennsylvania,"Fulton, Pennsylvania, US",1287,15
Pennsylvania,"Greene, Pennsylvania, US",3155,39
Pennsylvania,"Huntingdon, Pennsylvania, US",4918,128
Pennsylvania,"Indiana, Pennsylvania, US",5953,171
Pennsylvania,"Jefferson, Pennsylvania, US",3208,95
Pennsylvania,"Juniata, Pennsylvania, US",2072,82
Pennsylvania,"Lackawanna, Pennsylvania, US",17774,458
Pennsylvania,"Lancaster, Pennsylvania, US",53445,1112
Pennsylvania,"Lawrence, Pennsylvania, US",7279,205
Pennsylvania,"Lebanon, Pennsylvania, US",15456,281
Pennsylvania,"Lehigh, Pennsylvania, US",38341,837
Pennsylvania,"Luzerne, Pennsylvania, US",30485,794
Pennsylvania,"Lycoming, Pennsylvania, US",11379,276
Pennsylvania,"McKean,Pennsylvania,US",3507,68
Pennsylvania,"Mercer, Pennsylvania, US",9176,254
Pennsylvania,"Mifflin, Pennsylvania, US",5174,176
Pennsylvania,"Monroe, Pennsylvania, US",14009,300
Pennsylvania,"Montgomery, Pennsylvania, US",68153,1663
Pennsylvania,"Montour, Pennsylvania, US",1964,63
Pennsylvania,"Northampton, Pennsylvania, US",34640,694
Pennsylvania,"Northumberland, Pennsylvania, US",9256,347
Pennsylvania,"Out of PA, Pennsylvania, US",0,0
Pennsylvania,"Perry, Pennsylvania, US",3657,99
Pennsylvania,"Philadelphia, Pennsylvania, US",147125,3477
Pennsylvania,"Pike, Pennsylvania, US",3775,54
Pennsylvania,"Potter, Pennsylvania, US",1079,23
Pennsylvania,"Schuylkill, Pennsylvania, US",14156,393
Pennsylvania,"Snyder, Pennsylvania, US",3527,83
Pennsylvania,"Somerset, Pennsylvania, US",7604,201
Pennsylvania,"Sullivan, Pennsylvania, US",409,20
Pennsylvania,"Susquehanna, Pennsylvania, US",2469,60
Pennsylvania,"Tioga, Pennsylvania, US",2871,104
Pennsylvania,"Unassigned, Pennsylvania, US",0,0
Pennsylvania,"Union, Pennsylvania, US",5943,86
Pennsylvania,"Venango, Pennsylvania, US",3781,93
Pennsylvania,"Warren, Pennsylvania, US",2504,101
Pennsylvania,"Washington, Pennsylvania, US",16999,293
Pennsylvania,"Wayne, Pennsylvania, US",3898,77
Pennsylvania,"Westmoreland, Pennsylvania, US",32775,746
Pennsylvania,"Wyoming, Pennsylvania, US",1838,47
Pennsylvania,"York, Pennsylvania, US",44398,783
Puerto Rico,"Adjuntas, Puerto Rico, US",460,0
Puerto Rico,"Aguada, Puerto Rico, US",1276,0
Puerto Rico,"Aguadilla, Puerto Rico, US",1447,0
Puerto Rico,"Aguas Buenas, Puerto Rico, US",1139,0
Puerto Rico,"Aibonito, Puerto Rico, US",640,0
Puerto Rico,"Anasco, Puerto Rico, US",769,0
Puerto Rico,"Arecibo, Puerto Rico, US",2847,0
Puerto Rico,"Arroyo, Puerto Rico, US",282,0
Puerto Rico,"Barceloneta, Puerto Rico, US",727,0
Puerto Rico,"Barranquitas, Puerto Rico, US",1173,0
Puerto Rico,"Bayamon, Puerto Rico, US",9961,0
Puerto Rico,"Cabo Rojo, Puerto Rico, US",876,0
Puerto Rico,"Caguas, Puerto Rico, US",6026,0
Puerto Rico,"Camuy, Puerto Rico, US",1155,0
Puerto Rico,"Canovanas, Puerto Rico, US",1840,0
Puerto Rico,"Carolina, Puerto Rico, US",8299,0
Puerto Rico,"Catano, Puerto Rico, US",1167,0
Puerto Rico,"Cayey, Puerto Rico, US",1223,0
Puerto Rico,"Ceiba, Puerto Rico, US",367,0
Puerto Rico,"Ciales, Puerto Rico, US",736,0
Puerto Rico,"Cidra, Puerto Rico, US",1240,0
Puerto Rico,"Coamo, Puerto Rico, US",844,0
Puerto Rico,"Comerio, Puerto Rico, US",701,0
Puerto Rico,"Corozal, Puerto Rico, US",1493,0
Puerto Rico,"Culebra, Puerto Rico, US",37,0
Puerto Rico,"Dorado, Puerto Rico, US",1933,0
Puerto Rico,"Fajardo, Puerto Rico, US",1159,0
Puerto Rico,"Florida, Puerto Rico, US",508,0
Puerto Rico,"Guanica, Puerto Rico, US",197,0
Puerto Rico,"Guayama, Puerto Rico, US",800,0
Puerto Rico,"Guayanilla, Puerto Rico, US",338,0
Puerto Rico,"Guaynabo, Puerto Rico, US",4128,0
Puerto Rico,"Gurabo, Puerto Rico, US",2051,0
Puerto Rico,"Hatillo, Puerto Rico, US",1088,0
Puerto Rico,"Hormigueros, Puerto Rico, US",379,0
Puerto Rico,"Humacao, Puerto Rico, US",1955,0
Puerto Rico,"Isabela, Puerto Rico, US",1272,0
Puerto Rico,"Jayuya, Puerto Rico, US",350,0
Puerto Rico,"Juana Diaz, Puerto Rico, US",1070,0
Puerto Rico,"Juncos, Puerto Rico, US",2187,0
Puerto Rico,"Lajas, Puerto Rico, US",397,0
Puerto Rico,"Lares, Puerto Rico, US",771,0
Puerto Rico,"Las Marias, Puerto Rico, US",212,0
Puerto Rico,"Las Piedras, Puerto Rico, US",1580,0
Puerto Rico,"Loiza, Puerto Rico, US",1206,0
Puerto Rico,"Luquillo, Puerto Rico, US",687,0
Puerto Rico,"Manati, Puerto Rico, US",1341,0
Puerto Rico,"Maricao, Puerto Rico, US",97,0
Puerto Rico,"Maunabo, Puerto Rico, US",325,0
Puerto Rico,"Mayaguez, Puerto Rico, US",1801,0
Puerto Rico,"Moca, Puerto Rico, US",1348,0
Puerto Rico,"Morovis, Puerto Rico, US",1381,0
Puerto Rico,"Naguabo, Puerto Rico, US",989,0
Puerto Rico,"Naranjito, Puerto Rico, US",1528,0
Puerto Rico,"Orocovis, Puerto Rico, US",857,0
Puerto Rico,"Out of PR, Puerto Rico, US",267,0
Puerto Rico,"Patillas, Puerto Rico, US",348,0
Puerto Rico,"Penuelas, Puerto Rico, US",520,0
Puerto Rico,"Ponce, Puerto Rico, US",3170,0
Puerto Rico,"Quebradillas, Puerto Rico, US",845,0
Puerto Rico,"Rincon, Puerto Rico, US",506,0
Puerto Rico,"Rio Grande, Puerto Rico, US",1983,0
Puerto Rico,"Sabana Grande, Puerto Rico, US",356,0
Puerto Rico,"Salinas, Puerto Rico, US",717,0
Puerto Rico,"San German, Puerto Rico, US",572,0
Puerto Rico,"San Juan, Puerto Rico, US",17560,0
Puerto Rico,"San Lorenzo, Puerto Rico, US",1675,0
Puerto Rico,"San Sebastian, Puerto Rico, US",1247,0
Puerto Rico,"Santa Isabel, Puerto Rico, US",437,0
Puerto Rico,"Toa Alta, Puerto Rico, US",3767,0
Puerto Rico,"Toa Baja, Puerto Rico, US",3706,0
Puerto Rico,"Trujillo Alto, Puerto Rico, US",2868,0
Puerto Rico,"Unassigned, Puerto Rico, US",3870,2323
Puerto Rico,"Utuado, Puerto Rico, US",852,0
Puerto Rico,"Vega Alta, Puerto Rico, US",1645,0
Puerto Rico,"Vega Baja, Puerto Rico, US",2793,0
Puerto Rico,"Vieques, Puerto Rico, US",122,0
Puerto Rico,"Villalba, Puerto Rico, US",737,0
Puerto Rico,"Yabucoa, Puerto Rico, US",1055,0
Puerto Rico,"Yauco, Puerto Rico, US",769,0
Rhode Island,"Bristol, Rhode Island, US",5000,141
Rhode Island,"Kent, Rhode Island, US",18092,359
Rhode Island,"Newport, Rhode Island, US",6603,40
Rhode Island,"Out of RI, Rhode Island, US",0,0
Rhode Island,"Providence, Rhode Island, US",95637,1946
Rhode Island,"Unassigned, Rhode Island, US",13086,25
Rhode Island,"Washington, Rhode Island, US",9768,167
South Carolina,"Abbeville, South Carolina, US",2560,41
South Carolina,"Aiken, South Carolina, US",17152,221
South Carolina,"Allendale, South Carolina, US",917,15
South Carolina,"Anderson, South Carolina, US",22669,517
South Carolina,"Bamberg, South Carolina, US",1556,51
South Carolina,"Barnwell, South Carolina, US",2550,57
South Carolina,"Beaufort, South Carolina, US",16702,204
South Carolina,"Berkeley, South Carolina, US",17397,193
South Carolina,"Calhoun, South Carolina, US",1307,36
South Carolina,"Charleston, South Carolina, US",42841,501
South Carolina,"Cherokee, South Carolina, US",6004,152
South Carolina,"Chester, South Carolina, US",4138,75
South Carolina,"Chesterfield, South Carolina, US",4765,103
South Carolina,"Clarendon, South Carolina, US",3413,112
South Carolina,"Colleton, South Carolina, US",3593,126
South Carolina,"Darlington, South Carolina, US",8390,172
South Carolina,"Dillon, South Carolina, US",4371,84
South Carolina,"Dorchester, South Carolina, US",17653,217
South Carolina,"Edgefield, South Carolina, US",3101,42
South Carolina,"Fairfield, South Carolina, US",2376,79
South Carolina,"Florence, South Carolina, US",17614,414
South Carolina,"Georgetown, South Carolina, US",6668,139
South Carolina,"Greenville, South Carolina, US",73669,996
South Carolina,"Greenwood, South Carolina, US",8066,172
South Carolina,"Hampton, South Carolina, US",1904,52
South Carolina,"Horry, South Carolina, US",38676,571
South Carolina,"Jasper, South Carolina, US",2317,45
South Carolina,"Kershaw, South Carolina, US",7428,140
South Carolina,"Lancaster, South Carolina, US",10626,167
South Carolina,"Laurens, South Carolina, US",7312,170
South Carolina,"Lee, South Carolina, US",1893,59
South Carolina,"Lexington, South Carolina, US",33060,480
South Carolina,"Marion, South Carolina, US",3519,107
South Carolina,"Marlboro, South Carolina, US",3308,54
South Carolina,"McCormick, South Carolina, US",1022,28
South Carolina,"Newberry, South Carolina, US",4958,101
South Carolina,"Oconee, South Carolina, US",9513,133
South Carolina,"Orangeburg, South Carolina, US",9672,244
South Carolina,"Out of SC, South Carolina, US",0,0
South Carolina,"Pickens, South Carolina, US",18492,295
South Carolina,"Richland, South Carolina, US",46113,546
South Carolina,"Saluda, South Carolina, US",1784,50
South Carolina,"Spartanburg, South Carolina, US",40888,802
South Carolina,"Sumter, South Carolina, US",10388,202
South Carolina,"Unassigned, South Carolina, US",0,0
South Carolina,"Union, South Carolina, US",3110,84
South Carolina,"Williamsburg, South Carolina, US",4044,98
South Carolina,"York, South Carolina, US",30774,377
South Dakota,"Aurora, South Dakota, US",471,15
South Dakota,"Beadle, South Dakota, US",2933,40
South Dakota,"Bennett, South Dakota, US",390,9
South Dakota,"Bon Homme, South Dakota, US",1543,27
South Dakota,"Brookings, South Dakota, US",4184,37
South Dakota,"Brown, South Dakota, US",5509,91
South Dakota,"Brule, South Dakota, US",712,9
South Dakota,"Buffalo, South Dakota, US",425,13
South Dakota,"Butte, South Dakota, US",1043,20
South Dakota,"Campbell, South Dakota, US",130,4
South Dakota,"Charles Mix, South Dakota, US",1376,22
South Dakota,"Clark, South Dakota, US",454,5
South Dakota,"Clay, South Dakota, US",1917,15
South Dakota,"Codington, South Dakota, US",4591,81
South Dakota,"Corson, South Dakota, US",478,12
South Dakota,"Custer, South Dakota, US",830,12
South Dakota,"Davison, South Dakota, US",3219,66
South Dakota,"Day, South Dakota, US",703,29
South Dakota,"Deuel, South Dakota, US",523,9
South Dakota,"Dewey, South Dakota, US",1462,28
South Dakota,"Douglas, South Dakota, US",454,9
South Dakota,"Edmunds, South Dakota, US",508,13
South Dakota,"Fall River, South Dakota, US",591,15
South Dakota,"Faulk, South Dakota, US",369,13
South Dakota,"Grant, South Dakota, US",1037,42
South Dakota,"Gregory, South Dakota, US",579,30
South Dakota,"Haakon, South Dakota, US",262,10
South Dakota,"Hamlin, South Dakota, US",794,39
South Dakota,"Hand, South Dakota, US",362,6
South Dakota,"Hanson, South Dakota, US",386,4
South Dakota,"Harding, South Dakota, US",96,1
South Dakota,"Hughes, South Dakota, US",2476,39
South Dakota,"Hutchinson, South Dakota, US",914,27
South Dakota,"Hyde, South Dakota, US",141,1
South Dakota,"Jackson, South Dakota, US",289,14
South Dakota,"Jerauld, South Dakota, US",273,16
South Dakota,"Jones, South Dakota, US",93,0
South Dakota,"Kingsbury, South Dakota, US",814,16
South Dakota,"Lake, South Dakota, US",1362,19
South Dakota,"Lawrence, South Dakota, US",2959,47
South Dakota,"Lincoln, South Dakota, US",8621,77
South Dakota,"Lyman, South Dakota, US",647,11
South Dakota,"Marshall, South Dakota, US",370,6
South Dakota,"McCook, South Dakota, US",804,25
South Dakota,"McPherson, South Dakota, US",244,4
South Dakota,"Meade, South Dakota, US",2745,30
South Dakota,"Mellette, South Dakota, US",260,2
South Dakota,"Miner, South Dakota, US",298,9
South Dakota,"Minnehaha, South Dakota, US",31343,352
South Dakota,"Moody, South Dakota, US",649,17
South Dakota,"Oglala Lakota, South Dakota, US",2107,49
South Dakota,"Out of SD, South Dakota, US",0,0
South Dakota,"Pennington, South Dakota, US",13606,191
South Dakota,"Perkins, South Dakota, US",355,14
South Dakota,"Potter, South Dakota, US",390,4
South Dakota,"Roberts, South Dakota, US",1357,39
South Dakota,"Sanborn, South Dakota, US",342,3
South Dakota,"Spink, South Dakota, US",840,26
South Dakota,"Stanley, South Dakota, US",347,2
South Dakota,"Sully, South Dakota, US",142,3
South Dakota,"Todd, South Dakota, US",1226,29
South Dakota,"Tripp, South Dakota, US",755,17
South Dakota,"Turner, South Dakota, US",1168,56
South Dakota,"Unassigned, South Dakota, US",0,0
South Dakota,"Union, South Dakota, US",2213,43
South Dakota,"Walworth, South Dakota, US",766,16
South Dakota,"Yankton, South Dakota, US",3069,31
South Dakota,"Ziebach, South Dakota, US",344,9
Tennessee,"Anderson, Tennessee, US",8729,172
Tennessee,"Bedford, Tennessee, US",6495,129
Tennessee,"Benton, Tennessee, US",1652,40
Tennessee,"Bledsoe, Tennessee, US",2119,11
Tennessee,"Blount, Tennessee, US",15388,193
Tennessee,"Bradley, Tennessee, US",14920,149
Tennessee,"Campbell, Tennessee, US",4140,63
Tennessee,"Cannon, Tennessee, US",1911,31
Tennessee,"Carroll, Tennessee, US",3604,83
Tennessee,"Carter, Tennessee, US",6580,156
Tennessee,"Cheatham, Tennessee, US",4527,55
Tennessee,"Chester, Tennessee, US",2135,51
Tennessee,"Claiborne, Tennessee, US",3165,73
Tennessee,"Clay, Tennessee, US",1101,31
Tennessee,"Cocke, Tennessee, US",4479,98
Tennessee,"Coffee, Tennessee, US",6888,121
Tennessee,"Crockett, Tennessee, US",2026,48
Tennessee,"Cumberland, Tennessee, US",6683,128
Tennessee,"Davidson, Tennessee, US",88945,931
Tennessee,"DeKalb,Tennessee,US",2787,54
Tennessee,"Decatur, Tennessee, US",1579,39
Tennessee,"Dickson, Tennessee, US",6819,110
Tennessee,"Dyer, Tennessee, US",5408,105
Tennessee,"Fayette, Tennessee, US",5017,76
Tennessee,"Fentress, Tennessee, US",2408,47
Tennessee,"Franklin, Tennessee, US",5133,90
Tennessee,"Gibson, Tennessee, US",6503,145
Tennessee,"Giles, Tennessee, US",3980,100
Tennessee,"Grainger, Tennessee, US",2616,50
Tennessee,"Greene, Tennessee, US",7827,155
Tennessee,"Grundy, Tennessee, US",1788,34
Tennessee,"Hamblen, Tennessee, US",8585,172
Tennessee,"Hamilton, Tennessee, US",43960,491
Tennessee,"Hancock, Tennessee, US",582,12
Tennessee,"Hardeman, Tennessee, US",3505,64
Tennessee,"Hardin, Tennessee, US",3564,67
Tennessee,"Hawkins, Tennessee, US",5973,107
Tennessee,"Haywood, Tennessee, US",2703,62
Tennessee,"Henderson, Tennessee, US",3777,76
Tennessee,"Henry, Tennessee, US",3165,76
Tennessee,"Hickman, Tennessee, US",2831,46
Tennessee,"Houston, Tennessee, US",1089,33
Tennessee,"Humphreys, Tennessee, US",1783,25
Tennessee,"Jackson, Tennessee, US",1315,35
Tennessee,"Jefferson, Tennessee, US",6155,124
Tennessee,"Johnson, Tennessee, US",2382,38
Tennessee,"Knox, Tennessee, US",50369,634
Tennessee,"Lake, Tennessee, US",1701,26
Tennessee,"Lauderdale, Tennessee, US",3174,44
Tennessee,"Lawrence, Tennessee, US",5877,86
Tennessee,"Lewis, Tennessee, US",1579,26
Tennessee,"Lincoln, Tennessee, US",4343,63
Tennessee,"Loudon, Tennessee, US",6087,69
Tennessee,"Macon, Tennessee, US",3610,78
Tennessee,"Madison, Tennessee, US",11097,241
Tennessee,"Marion, Tennessee, US",3120,47
Tennessee,"Marshall, Tennessee, US",4166,58
Tennessee,"Maury, Tennessee, US",13406,171
Tennessee,"McMinn, Tennessee, US",6466,98
Tennessee,"McNairy, Tennessee, US",2802,54
Tennessee,"Meigs, Tennessee, US",1379,25
Tennessee,"Monroe, Tennessee, US",5808,95
Tennessee,"Montgomery, Tennessee, US",20074,225
Tennessee,"Moore, Tennessee, US",1008,17
Tennessee,"Morgan, Tennessee, US",2484,39
Tennessee,"Obion, Tennessee, US",4527,96
Tennessee,"Out of TN, Tennessee, US",18248,97
Tennessee,"Overton, Tennessee, US",2999,61
Tennessee,"Perry, Tennessee, US",1061,28
Tennessee,"Pickett, Tennessee, US",759,24
Tennessee,"Polk, Tennessee, US",2053,24
Tennessee,"Putnam, Tennessee, US",11321,174
Tennessee,"Rhea, Tennessee, US",4335,75
Tennessee,"Roane, Tennessee, US",6249,104
Tennessee,"Robertson, Tennessee, US",9724,131
Tennessee,"Rutherford, Tennessee, US",42810,430
Tennessee,"Scott, Tennessee, US",3103,45
Tennessee,"Sequatchie, Tennessee, US",1690,29
Tennessee,"Sevier, Tennessee, US",13304,175
Tennessee,"Shelby, Tennessee, US",94752,1610
Tennessee,"Smith, Tennessee, US",2766,39
Tennessee,"Stewart, Tennessee, US",1317,28
Tennessee,"Sullivan, Tennessee, US",16604,290
Tennessee,"Sumner, Tennessee, US",23831,347
Tennessee,"Tipton, Tennessee, US",7297,101
Tennessee,"Trousdale, Tennessee, US",2498,22
Tennessee,"Unassigned, Tennessee, US",16971,134
Tennessee,"Unicoi, Tennessee, US",2013,49
Tennessee,"Union, Tennessee, US",1895,34
Tennessee,"Van Buren, Tennessee, US",844,23
Tennessee,"Warren, Tennessee, US",5539,81
Tennessee,"Washington, Tennessee, US",14471,244
Tennessee,"Wayne, Tennessee, US",2948,35
Tennessee,"Weakley, Tennessee, US",4076,64
Tennessee,"White, Tennessee, US",3609,69
Tennessee,"Williamson, Tennessee, US",27845,217
Tennessee,"Wilson, Tennessee, US",18700,233
Texas,"Anderson, Texas, US",6108,120
Texas,"Andrews, Texas, US",1816,47
Texas,"Angelina, Texas, US",8545,279
Texas,"Aransas, Texas, US",1247,39
Texas,"Archer, Texas, US",800,12
Texas,"Armstrong, Texas, US",183,6
Texas,"Atascosa, Texas, US",5747,150
Texas,"Austin, Texas, US",2134,34
Texas,"Bailey, Texas, US",821,19
Texas,"Bandera, Texas, US",1386,27
Texas,"Bastrop, Texas, US",9356,91
Texas,"Baylor, Texas, US",298,12
Texas,"Bee, Texas, US",3484,72
Texas,"Bell, Texas, US",22311,416
Texas,"Bexar, Texas, US",217486,3485
Texas,"Blanco, Texas, US",732,20
Texas,"Borden, Texas, US",31,2
Texas,"Bosque, Texas, US",1665,33
Texas,"Bowie, Texas, US",6938,212
Texas,"Brazoria, Texas, US",37266,488
Texas,"Brazos, Texas, US",26375,249
Texas,"Brewster, Texas, US",928,16
Texas,"Briscoe, Texas, US",168,5
Texas,"Brooks, Texas, US",801,36
Texas,"Brown, Texas, US",4235,118
Texas,"Burleson, Texas, US",2394,46
Texas,"Burnet, Texas, US",4728,64
Texas,"Caldwell, Texas, US",5573,96
Texas,"Calhoun, Texas, US",2283,23
Texas,"Callahan, Texas, US",1187,39
Texas,"Cameron, Texas, US",40361,1629
Texas,"Camp, Texas, US",1242,42
Texas,"Carson, Texas, US",520,14
Texas,"Cass, Texas, US",1912,81
Texas,"Castro, Texas, US",983,32
Texas,"Chambers, Texas, US",4933,26
Texas,"Cherokee, Texas, US",4153,140
Texas,"Childress, Texas, US",1384,17
Texas,"Clay, Texas, US",1029,16
Texas,"Cochran, Texas, US",303,15
Texas,"Coke, Texas, US",462,12
Texas,"Coleman, Texas, US",749,32
Texas,"Collin, Texas, US",90064,820
Texas,"Collingsworth, Texas, US",323,9
Texas,"Colorado, Texas, US",1715,30
Texas,"Comal, Texas, US",10304,295
Texas,"Comanche, Texas, US",1554,51
Texas,"Concho, Texas, US",376,8
Texas,"Cooke, Texas, US",3704,72
Texas,"Coryell, Texas, US",7226,86
Texas,"Cottle, Texas, US",190,7
Texas,"Crane, Texas, US",530,12
Texas,"Crockett, Texas, US",572,15
Texas,"Crosby, Texas, US",654,29
Texas,"Culberson, Texas, US",362,11
Texas,"Dallam, Texas, US",963,24
Texas,"Dallas, Texas, US",298959,3987
Texas,"Dawson, Texas, US",1735,68
Texas,"DeWitt, Texas, US",1930,59
Texas,"Deaf Smith, Texas, US",2806,66
Texas,"Delta, Texas, US",319,11
Texas,"Denton, Texas, US",74340,748
Texas,"Dickens, Texas, US",186,10
Texas,"Dimmit, Texas, US",2166,32
Texas,"Donley, Texas, US",406,15
Texas,"Duval, Texas, US",1246,41
Texas,"Eastland, Texas, US",1344,48
Texas,"Ector, Texas, US",17147,368
Texas,"Edwards, Texas, US",248,6
Texas,"El Paso, Texas, US",134327,2660
Texas,"Ellis, Texas, US",22677,310
Texas,"Erath, Texas, US",4177,68
Texas,"Falls, Texas, US",2084,32
Texas,"Fannin, Texas, US",3484,108
Texas,"Fayette, Texas, US",2696,61
Texas,"Fisher, Texas, US",298,14
Texas,"Floyd, Texas, US",846,30
Texas,"Foard, Texas, US",122,10
Texas,"Fort Bend, Texas, US",66783,662
Texas,"Franklin, Texas, US",722,26
Texas,"Freestone, Texas, US",1881,49
Texas,"Frio, Texas, US",2822,50
Texas,"Gaines, Texas, US",1434,43
Texas,"Galveston, Texas, US",39096,411
Texas,"Garza, Texas, US",488,22
Texas,"Gillespie, Texas, US",2545,50
Texas,"Glasscock, Texas, US",104,2
Texas,"Goliad, Texas, US",445,13
Texas,"Gonzales, Texas, US",2730,57
Texas,"Gray, Texas, US",2310,56
Texas,"Grayson, Texas, US",11264,340
Texas,"Gregg, Texas, US",11098,352
Texas,"Grimes, Texas, US",3676,69
Texas,"Guadalupe, Texas, US",14597,210
Texas,"Hale, Texas, US",6111,155
Texas,"Hall, Texas, US",462,14
Texas,"Hamilton, Texas, US",770,27
Texas,"Hansford, Texas, US",896,25
Texas,"Hardeman, Texas, US",374,12
Texas,"Hardin, Texas, US",5670,111
Texas,"Harris, Texas, US",392976,6218
Texas,"Harrison, Texas, US",4815,107
Texas,"Hartley, Texas, US",632,2
Texas,"Haskell, Texas, US",445,27
Texas,"Hays, Texas, US",20360,240
Texas,"Hemphill, Texas, US",586,2
Texas,"Henderson, Texas, US",5839,184
Texas,"Hidalgo, Texas, US",88604,2825
Texas,"Hill, Texas, US",4483,108
Texas,"Hockley, Texas, US",2818,102
Texas,"Hood, Texas, US",6517,129
Texas,"Hopkins, Texas, US",3082,109
